City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,20-03-2025,190,123.18,275.65,102.76,122.68,1.43,144.71
Delhi,21-03-2025,162,105.56,231.65,69.64,70.36,1.04,122.83
Delhi,22-03-2025,190,120.58,254.73,98.6,130.86,1.04,93.84
Delhi,23-03-2025,148,81.1,170.48,62.33,110.3,1.24,90.66
Delhi,24-03-2025,164,109.71,197.69,116.34,137.63,0.82,110.04
Delhi,25-03-2025,177,137.94,218.57,63.27,134.44,1.19,91.07
Delhi,26-03-2025,140,97.39,179.01,92.07,97.0,1.84,46.97
Delhi,27-03-2025,131,84.8,154.04,78.56,150.82,2.21,130.83
Delhi,28-03-2025,131,88.71,200.01,57.83,68.03,2.52,121.72
Delhi,29-03-2025,140,79.96,161.2,105.77,173.46,1.28,101.8
Delhi,30-03-2025,149,86.05,211.87,67.9,75.39,2.08,82.01
Delhi,31-03-2025,122,94.34,215.17,40.75,100.31,1.65,92.75
Delhi,01-04-2025,133,73.64,126.22,34.0,84.73,1.36,38.0
Delhi,02-04-2025,121,102.06,140.06,61.37,90.45,1.68,64.82
Delhi,03-04-2025,190,119.8,269.18,117.65,189.46,2.03,136.68
Delhi,04-04-2025,142,83.59,199.61,114.69,87.87,1.23,105.43
Delhi,05-04-2025,129,132.14,210.07,65.29,127.28,1.22,43.78
Delhi,06-04-2025,170,111.97,258.01,73.89,94.69,1.28,71.81
Delhi,07-04-2025,154,122.36,243.95,71.63,129.85,1.17,44.37
Delhi,08-04-2025,105,88.59,173.15,49.91,85.43,2.08,72.99
Delhi,09-04-2025,173,118.84,274.24,59.53,109.43,1.1,88.37
Delhi,10-04-2025,145,79.91,192.17,107.78,120.61,1.19,132.54
Delhi,11-04-2025,203,119.55,246.69,95.85,80.1,1.64,112.13
Delhi,12-04-2025,172,105.19,214.05,90.08,184.48,1.6,84.95
Delhi,13-04-2025,161,112.82,232.84,49.87,122.18,1.28,86.17
Delhi,14-04-2025,130,78.24,136.65,85.77,94.97,2.32,72.49
Delhi,15-04-2025,79,83.85,157.66,34.0,80.83,1.16,119.76
Delhi,16-04-2025,161,113.69,188.95,104.32,104.5,1.39,122.74
Delhi,17-04-2025,112,82.78,147.3,89.71,65.27,0.52,59.04
Delhi,18-04-2025,151,111.01,199.93,49.62,155.22,1.33,49.48
Delhi,19-04-2025,107,74.41,122.31,123.66,114.69,0.82,84.54
Delhi,20-04-2025,162,118.71,229.66,38.35,99.11,1.02,87.6
Delhi,21-04-2025,105,77.1,136.77,96.51,133.13,0.5,98.97
Delhi,22-04-2025,167,112.8,229.38,97.13,80.1,1.03,50.63
Delhi,23-04-2025,144,114.26,168.43,52.26,67.07,1.44,74.61
Delhi,24-04-2025,153,87.81,163.45,82.3,97.85,1.36,90.44
Delhi,25-04-2025,145,113.39,219.39,42.33,105.58,1.27,73.03
Delhi,26-04-2025,165,106.96,193.9,34.0,117.67,1.32,113.95
Delhi,27-04-2025,130,90.97,167.68,56.55,57.46,1.23,139.21
Delhi,28-04-2025,111,81.58,107.44,67.83,88.06,1.46,79.03
Delhi,29-04-2025,96,62.5,129.44,99.36,46.0,1.42,114.73
Delhi,30-04-2025,163,108.74,226.04,84.94,66.28,1.62,83.57
Delhi,01-05-2025,119,73.2,153.89,87.84,125.96,1.42,71.75
Delhi,02-05-2025,158,106.41,233.33,60.14,133.33,1.3,77.19
Delhi,03-05-2025,159,99.23,194.58,72.25,70.24,1.91,114.22
Delhi,04-05-2025,166,118.08,238.72,62.25,94.76,1.82,78.96
Delhi,05-05-2025,147,98.46,191.75,54.88,105.27,1.5,83.85
Delhi,06-05-2025,180,97.91,206.66,70.66,136.84,2.12,66.4
Delhi,07-05-2025,173,119.14,179.04,87.36,150.37,1.56,110.85
Delhi,08-05-2025,141,111.2,184.47,71.18,109.09,1.44,106.45
Delhi,09-05-2025,164,110.82,258.17,77.41,96.68,1.49,131.38
Delhi,10-05-2025,146,113.89,142.57,102.87,61.19,1.6,109.91
Delhi,11-05-2025,148,73.79,135.99,72.98,107.74,1.06,105.32
Delhi,12-05-2025,150,119.64,262.48,52.15,166.75,0.58,109.58
Delhi,13-05-2025,176,116.75,219.03,99.59,143.21,1.66,88.6
Delhi,14-05-2025,157,84.17,147.77,92.15,109.75,1.94,97.75
Delhi,15-05-2025,158,99.62,193.16,93.72,113.6,1.02,118.28
Delhi,16-05-2025,152,103.71,186.46,101.15,83.84,2.06,74.49
Delhi,17-05-2025,120,101.81,194.36,96.92,93.79,0.7,137.54
Delhi,18-05-2025,177,111.18,190.74,86.22,108.93,1.24,110.95
Delhi,19-05-2025,205,133.13,286.2,145.29,109.02,2.37,145.53
Delhi,20-05-2025,169,126.14,282.36,53.38,134.82,1.7,65.61
Delhi,21-05-2025,128,78.26,144.68,70.84,133.36,1.37,65.61
Delhi,22-05-2025,185,116.94,180.59,109.68,120.12,1.65,104.3
Delhi,23-05-2025,185,131.08,233.33,89.06,74.53,2.12,98.09
Delhi,24-05-2025,146,112.24,207.73,104.45,75.66,0.8,83.57
Delhi,25-05-2025,184,126.32,255.17,89.74,77.86,2.18,63.27
Delhi,26-05-2025,193,144.75,244.78,119.85,111.57,1.27,88.31
Delhi,27-05-2025,152,124.97,214.38,60.31,46.0,1.87,100.43
Delhi,28-05-2025,164,109.49,223.34,119.06,104.31,1.21,62.29
Delhi,29-05-2025,187,125.4,266.43,114.77,146.76,2.36,84.74
Delhi,30-05-2025,134,107.4,185.41,55.24,124.5,1.5,104.56
Delhi,31-05-2025,149,104.98,159.46,101.27,93.98,0.86,114.69
Delhi,01-06-2025,142,83.72,257.59,73.17,69.8,1.56,75.34
Delhi,02-06-2025,175,122.02,255.33,59.09,114.92,1.97,62.47
Delhi,03-06-2025,103,74.38,133.31,34.0,99.93,1.91,85.38
Delhi,04-06-2025,156,121.4,256.73,48.98,83.36,1.37,77.33
Delhi,05-06-2025,138,100.75,187.69,91.95,73.08,1.73,45.87
Delhi,06-06-2025,104,62.76,145.27,94.6,93.04,1.11,71.24
Delhi,07-06-2025,135,98.1,191.18,68.98,81.66,1.62,67.76
Delhi,08-06-2025,103,48.75,95.36,94.67,114.28,1.5,83.07
Delhi,09-06-2025,165,103.26,192.79,97.88,127.99,0.43,64.16
Delhi,10-06-2025,142,108.45,162.64,78.12,49.73,0.82,68.79
Delhi,11-06-2025,122,78.9,208.06,56.19,53.98,1.42,77.95
Delhi,12-06-2025,128,93.22,148.87,85.28,131.19,1.4,98.46
Delhi,13-06-2025,139,129.83,205.88,86.42,95.72,1.31,84.82
Delhi,14-06-2025,114,80.64,146.82,91.1,56.8,1.36,149.12
Delhi,15-06-2025,101,69.57,103.34,95.89,120.25,1.92,50.88
Delhi,16-06-2025,161,120.38,227.18,40.2,101.0,1.5,105.29
Delhi,17-06-2025,200,130.0,267.64,61.5,156.85,0.43,80.55
Delhi,18-06-2025,133,90.82,202.42,34.0,83.69,2.29,47.64
Delhi,19-06-2025,136,110.98,235.3,92.92,124.01,0.43,73.04
Delhi,20-06-2025,151,117.58,214.23,68.94,47.28,1.8,44.66
Delhi,21-06-2025,112,75.9,145.7,85.02,132.63,0.54,84.57
Delhi,22-06-2025,149,81.04,166.22,37.36,119.07,2.03,74.88
Delhi,23-06-2025,127,115.37,166.46,109.27,138.88,1.18,65.37
Delhi,24-06-2025,155,124.45,253.57,44.39,124.07,1.51,56.0
Delhi,25-06-2025,141,102.01,150.1,93.61,87.78,0.43,107.92
Delhi,26-06-2025,105,73.15,200.2,77.2,55.62,1.68,78.51
Delhi,27-06-2025,177,130.49,235.8,69.51,72.69,1.53,87.74
Delhi,28-06-2025,107,80.13,146.7,67.5,46.0,1.63,86.92
Delhi,29-06-2025,134,84.05,136.6,58.3,63.12,1.79,85.2
Delhi,30-06-2025,143,97.6,166.53,106.63,103.53,1.41,74.34
Delhi,01-07-2025,130,88.83,237.01,47.57,56.32,0.73,90.44
Delhi,02-07-2025,113,74.83,170.39,34.0,51.04,0.43,108.41
Delhi,03-07-2025,79,66.05,79.01,37.65,46.0,0.62,88.7
Delhi,04-07-2025,91,67.02,172.46,50.46,46.0,1.44,53.04
Delhi,05-07-2025,87,58.62,147.18,69.7,63.21,0.43,51.31
Delhi,06-07-2025,66,68.91,122.5,34.0,69.12,0.43,79.82
Delhi,07-07-2025,41,22.0,51.0,34.0,46.0,0.43,38.0
Delhi,08-07-2025,50,51.82,98.01,47.84,46.0,1.14,95.26
Delhi,09-07-2025,148,62.58,178.07,69.09,104.01,0.69,72.29
Delhi,10-07-2025,61,34.73,44.0,34.0,92.53,1.14,45.51
Delhi,11-07-2025,98,65.48,128.79,59.88,46.0,0.43,59.55
Delhi,12-07-2025,59,53.66,89.11,35.65,55.21,0.43,68.17
Delhi,13-07-2025,122,92.86,133.44,39.14,101.4,0.97,41.81
Delhi,14-07-2025,157,89.21,235.25,97.29,51.26,1.34,78.36
Delhi,15-07-2025,77,48.43,56.58,42.34,49.68,0.43,84.32
Delhi,16-07-2025,92,54.73,110.6,66.12,90.53,1.1,45.93
Delhi,17-07-2025,98,56.27,54.69,65.22,87.36,1.44,40.61
Delhi,18-07-2025,65,48.72,80.59,34.0,85.81,0.84,49.86
Delhi,19-07-2025,97,61.65,129.8,34.0,49.89,1.29,38.0
Delhi,20-07-2025,71,42.58,56.17,67.77,77.64,0.94,38.0
Delhi,21-07-2025,50,35.14,84.37,34.0,102.59,0.71,41.67
Delhi,22-07-2025,68,70.2,125.32,34.0,56.25,1.25,38.0
Delhi,23-07-2025,115,70.34,168.45,72.9,46.0,1.8,96.77
Delhi,24-07-2025,73,41.66,120.01,34.0,94.65,0.56,41.09
Delhi,25-07-2025,100,75.66,126.15,34.0,119.11,0.8,63.89
Delhi,26-07-2025,101,45.12,88.03,96.61,121.2,0.43,38.0
Delhi,27-07-2025,111,62.81,124.85,34.0,46.51,0.92,97.06
Delhi,28-07-2025,111,74.16,159.48,34.0,49.53,0.76,47.65
Delhi,29-07-2025,94,57.08,108.88,35.76,46.0,1.42,38.0
Delhi,30-07-2025,101,66.84,132.71,41.24,61.29,1.55,69.26
Delhi,31-07-2025,75,47.42,82.8,34.0,46.0,1.23,58.99
Delhi,01-08-2025,81,45.57,90.04,34.0,46.0,1.24,75.08
Delhi,02-08-2025,86,45.38,125.17,78.25,70.53,0.43,41.15
Delhi,03-08-2025,71,34.57,85.06,47.07,61.2,0.43,47.7
Delhi,04-08-2025,78,45.96,108.37,55.13,46.0,0.94,38.0
Delhi,05-08-2025,49,22.0,63.49,37.07,96.61,0.73,65.89
Delhi,06-08-2025,76,39.68,70.77,47.74,46.0,1.72,46.57
Delhi,07-08-2025,66,43.8,92.79,63.82,46.0,0.43,41.9
Delhi,08-08-2025,82,44.38,51.76,34.0,46.0,1.03,39.27
Delhi,09-08-2025,73,44.67,122.94,47.12,46.0,1.02,38.0
Delhi,10-08-2025,104,48.26,44.0,57.9,46.0,0.43,66.23
Delhi,11-08-2025,109,59.09,109.65,79.12,46.0,0.43,38.0
Delhi,12-08-2025,89,66.99,161.51,89.2,46.0,0.55,63.59
Delhi,13-08-2025,70,36.5,44.0,42.25,53.4,0.43,38.0
Delhi,14-08-2025,62,25.44,60.32,68.97,56.46,1.45,38.0
Delhi,15-08-2025,80,28.66,44.0,34.0,116.83,2.07,80.27
Delhi,16-08-2025,91,39.76,64.47,79.31,64.09,0.55,38.0
Delhi,17-08-2025,56,42.46,109.06,34.0,46.0,0.43,47.64
Delhi,18-08-2025,47,34.1,70.73,34.47,46.0,0.43,38.3
Delhi,19-08-2025,57,23.58,44.0,51.53,46.61,0.43,53.6
Delhi,20-08-2025,49,40.38,47.42,36.66,62.96,0.43,46.28
Delhi,21-08-2025,57,53.13,130.2,45.41,46.0,1.32,71.08
Delhi,22-08-2025,124,61.4,130.13,80.19,51.33,2.32,38.0
Delhi,23-08-2025,83,38.35,125.31,34.0,106.42,0.43,61.77
Delhi,24-08-2025,71,41.24,128.84,34.0,46.0,0.43,43.72
Delhi,25-08-2025,58,30.97,48.57,85.84,46.0,0.43,38.0
Delhi,26-08-2025,131,48.87,167.95,53.67,75.7,0.95,38.0
Delhi,27-08-2025,82,32.53,62.54,88.56,58.93,0.89,38.0
Delhi,28-08-2025,68,60.96,86.95,62.09,46.0,0.77,38.0
Delhi,29-08-2025,45,22.0,44.0,34.0,62.33,0.5,38.0
Delhi,30-08-2025,85,42.31,44.0,56.63,46.0,1.4,74.66
Delhi,31-08-2025,112,55.52,153.7,34.0,62.74,1.1,52.82
Delhi,01-09-2025,90,61.43,164.55,47.44,114.97,1.2,84.98
Delhi,02-09-2025,124,111.61,181.6,45.36,52.44,1.03,54.4
Delhi,03-09-2025,76,64.75,116.18,34.0,90.25,0.75,91.24
Delhi,04-09-2025,69,37.67,74.44,34.0,46.0,0.48,88.66
Delhi,05-09-2025,72,55.84,77.29,102.38,46.0,1.1,38.0
Delhi,06-09-2025,84,22.23,44.0,53.21,118.27,1.05,54.28
Delhi,07-09-2025,103,56.14,100.35,42.86,66.98,1.12,38.0
Delhi,08-09-2025,69,41.09,68.44,92.57,76.85,0.43,48.88
Delhi,09-09-2025,88,76.06,132.86,37.34,92.31,1.01,93.96
Delhi,10-09-2025,59,46.76,95.52,44.96,46.0,0.69,38.0
Delhi,11-09-2025,102,55.41,148.17,72.02,82.5,0.43,38.0
Delhi,12-09-2025,86,45.04,76.48,37.23,77.96,1.2,38.0
Delhi,13-09-2025,116,92.53,180.91,34.0,46.0,0.93,42.61
Delhi,14-09-2025,65,51.33,119.32,34.0,103.14,2.02,146.13
Delhi,15-09-2025,142,94.4,195.99,34.0,96.96,1.08,89.32
Delhi,16-09-2025,60,74.03,122.23,34.0,46.0,0.69,38.0
Delhi,17-09-2025,64,67.39,130.93,51.21,63.76,0.79,51.6
Delhi,18-09-2025,103,65.12,140.16,34.0,50.82,0.43,38.0
Delhi,19-09-2025,89,65.63,90.84,101.2,100.3,1.46,77.16
Delhi,20-09-2025,58,22.0,79.71,34.0,46.0,1.0,38.0
Delhi,21-09-2025,112,52.17,142.08,82.27,165.82,1.01,38.0
Delhi,22-09-2025,80,74.65,120.16,52.74,52.52,0.43,38.21
Delhi,23-09-2025,98,56.77,113.68,67.42,79.9,1.23,38.0
Delhi,24-09-2025,58,29.65,75.6,65.9,99.37,0.43,68.79
Delhi,25-09-2025,74,56.7,91.37,34.0,51.87,0.56,44.14
Delhi,26-09-2025,118,91.83,188.93,46.96,54.3,0.9,77.58
Delhi,27-09-2025,97,82.69,162.0,40.69,46.0,0.55,38.0
Delhi,28-09-2025,56,56.51,63.33,34.0,46.0,0.44,74.14
Delhi,29-09-2025,95,76.78,159.65,58.74,65.91,0.81,38.0
Delhi,30-09-2025,95,50.42,62.79,90.16,53.69,1.35,67.87
Delhi,01-10-2025,141,92.42,203.78,36.67,111.22,2.29,102.5
Delhi,02-10-2025,146,108.01,185.08,90.14,112.97,2.19,137.29
Delhi,03-10-2025,205,157.76,294.9,72.36,143.79,2.08,53.98
Delhi,04-10-2025,176,121.02,271.11,105.29,102.57,1.6,95.42
Delhi,05-10-2025,183,121.63,245.99,95.36,119.09,2.4,144.21
Delhi,06-10-2025,175,120.5,196.57,88.36,153.46,0.97,109.95
Delhi,07-10-2025,211,164.58,282.26,120.74,133.92,2.06,72.47
Delhi,08-10-2025,215,159.02,284.16,144.4,95.01,2.26,97.33
Delhi,09-10-2025,254,170.88,336.5,170.03,125.78,1.79,124.59
Delhi,10-10-2025,185,123.32,245.06,85.01,139.61,1.48,94.73
Delhi,11-10-2025,172,132.41,226.29,57.98,156.18,1.82,144.03
Delhi,12-10-2025,159,96.17,147.7,117.48,103.84,1.46,142.13
Delhi,13-10-2025,239,156.04,304.92,143.76,109.74,2.1,131.69
Delhi,14-10-2025,180,103.14,190.52,123.84,105.65,2.31,140.77
Delhi,15-10-2025,216,130.84,313.3,143.66,107.13,2.06,102.12
Delhi,16-10-2025,166,104.55,199.75,97.86,138.65,2.03,152.18
Delhi,17-10-2025,175,114.72,272.4,88.26,144.33,2.22,141.89
Delhi,18-10-2025,149,109.75,173.42,106.39,158.03,2.28,111.78
Delhi,19-10-2025,153,114.34,170.05,95.24,123.76,1.45,74.34
Delhi,20-10-2025,154,115.72,186.26,120.08,84.34,1.07,55.83
Delhi,21-10-2025,189,115.53,255.19,127.74,146.58,1.98,139.74
Delhi,22-10-2025,221,143.17,324.7,129.7,131.27,2.3,74.72
Delhi,23-10-2025,172,104.4,174.9,116.26,128.3,1.05,91.97
Delhi,24-10-2025,208,130.91,234.91,109.65,88.0,1.87,126.93
Delhi,25-10-2025,192,150.86,251.56,123.36,120.62,2.4,82.51
Delhi,26-10-2025,156,116.24,166.5,54.43,90.69,1.78,175.86
Delhi,27-10-2025,188,112.14,234.62,108.76,140.96,2.6,120.94
Delhi,28-10-2025,200,121.89,238.28,104.81,113.6,2.51,151.95
Delhi,29-10-2025,235,150.09,285.49,108.83,110.91,1.75,141.06
Delhi,30-10-2025,201,130.38,205.72,101.31,80.39,1.66,51.55
Delhi,31-10-2025,203,115.88,269.36,114.3,157.31,1.67,133.61
Delhi,01-11-2025,286,202.18,369.04,143.13,184.74,2.87,174.6
Delhi,02-11-2025,259,170.45,339.87,185.74,195.11,2.21,173.44
Delhi,03-11-2025,316,206.13,348.0,169.34,170.44,2.12,174.37
Delhi,04-11-2025,262,200.67,375.56,161.27,142.98,1.66,201.37
Delhi,05-11-2025,288,186.34,362.79,140.06,176.55,2.79,216.13
Delhi,06-11-2025,275,175.73,343.7,177.88,181.35,3.82,145.2
Delhi,07-11-2025,239,174.77,336.7,162.67,201.28,1.8,176.93
Delhi,08-11-2025,319,203.2,400.91,138.61,181.85,2.71,210.05
Delhi,09-11-2025,269,217.08,378.54,156.08,170.95,2.69,169.81
Delhi,10-11-2025,235,179.75,347.45,173.23,147.4,2.72,180.07
Delhi,11-11-2025,312,201.67,386.58,171.29,193.95,3.43,180.43
Delhi,12-11-2025,236,150.76,293.39,169.68,168.6,2.36,227.87
Delhi,13-11-2025,275,180.81,345.7,159.81,232.12,1.83,193.71
Delhi,14-11-2025,278,191.88,326.37,183.15,197.0,2.53,226.77
Delhi,15-11-2025,271,174.31,291.65,188.44,209.36,2.47,218.59
Delhi,16-11-2025,235,173.77,263.73,175.93,185.04,1.68,169.32
Delhi,17-11-2025,288,179.14,364.9,142.81,198.54,2.92,182.52
Delhi,18-11-2025,297,198.34,401.68,131.05,165.78,2.21,226.3
Delhi,19-11-2025,299,188.75,383.94,143.9,157.15,2.76,146.46
Delhi,20-11-2025,267,147.74,289.9,206.34,192.95,2.62,194.03
Delhi,21-11-2025,223,150.09,221.17,164.54,209.61,2.26,194.28
Delhi,22-11-2025,280,180.36,311.89,210.66,134.13,3.25,168.09
Delhi,23-11-2025,295,201.65,388.25,154.5,177.53,2.66,165.49
Delhi,24-11-2025,241,137.55,265.41,151.03,247.76,2.83,168.92
Delhi,25-11-2025,257,182.51,340.08,155.65,206.88,3.09,192.56
Delhi,26-11-2025,295,181.98,356.82,155.2,238.63,2.94,211.82
Delhi,27-11-2025,315,220.27,418.86,138.16,173.48,2.87,193.48
Delhi,28-11-2025,290,184.8,354.74,128.78,178.76,2.39,143.56
Delhi,29-11-2025,306,200.16,361.13,170.03,221.5,2.24,212.65
Delhi,30-11-2025,304,195.33,400.58,183.87,211.21,2.88,204.82
Delhi,01-12-2025,229,141.64,256.19,211.87,181.42,2.2,161.36
Delhi,02-12-2025,257,199.61,339.35,139.91,146.37,3.08,151.14
Delhi,03-12-2025,298,188.56,335.13,141.93,218.96,2.62,144.8
Delhi,04-12-2025,273,194.42,358.94,131.47,259.56,3.0,194.36
Delhi,05-12-2025,319,262.77,529.09,178.89,137.09,2.19,120.52
Delhi,06-12-2025,247,142.57,269.61,171.12,226.36,2.11,194.97
Delhi,07-12-2025,307,218.74,410.03,128.83,170.2,3.52,156.22
Delhi,08-12-2025,254,178.5,301.69,128.2,174.25,2.61,174.62
Delhi,09-12-2025,290,190.0,384.56,174.56,192.34,3.14,81.97
Delhi,10-12-2025,237,183.34,328.79,160.33,148.08,1.97,123.17
Delhi,11-12-2025,268,175.77,330.95,169.71,183.14,2.54,150.52
Delhi,12-12-2025,259,172.85,372.83,128.68,135.91,3.33,144.69
Delhi,13-12-2025,260,190.84,377.86,103.81,198.53,1.9,186.46
Delhi,14-12-2025,266,153.91,243.57,128.88,251.26,3.82,175.08
Delhi,15-12-2025,289,199.26,325.51,167.94,165.06,2.78,215.85
Delhi,16-12-2025,233,175.93,332.33,203.53,179.19,2.27,180.33
Delhi,17-12-2025,241,161.65,270.75,140.01,180.67,2.86,151.25
Delhi,18-12-2025,303,175.25,352.43,207.65,213.84,3.23,198.08
Delhi,19-12-2025,278,209.39,399.11,171.5,196.42,2.27,155.92
Delhi,20-12-2025,241,173.54,334.69,115.92,211.86,2.34,154.49
Delhi,21-12-2025,288,191.42,342.49,156.1,169.06,2.8,167.55
Delhi,22-12-2025,271,169.63,374.54,172.35,197.26,2.91,207.98
Delhi,23-12-2025,252,199.41,464.15,90.11,83.22,2.58,193.78
Delhi,24-12-2025,309,197.96,367.77,166.86,204.27,2.88,193.0
Delhi,25-12-2025,314,221.22,430.91,180.07,147.72,3.11,216.51
Delhi,26-12-2025,276,180.74,346.33,160.72,174.42,2.77,192.4
Delhi,27-12-2025,279,197.62,367.69,149.21,206.61,2.33,136.79
Delhi,28-12-2025,277,186.21,328.84,146.43,138.17,2.67,180.96
Delhi,29-12-2025,286,210.17,366.77,144.97,216.93,3.56,208.08
Delhi,30-12-2025,252,169.87,288.69,121.35,180.52,2.85,129.54
Delhi,31-12-2025,317,199.15,390.54,133.56,227.84,3.3,167.12
Delhi,01-01-2026,221,172.11,311.41,133.59,148.91,2.3,133.3
Delhi,02-01-2026,223,174.72,254.61,146.84,121.62,2.69,163.21
Delhi,03-01-2026,291,177.84,351.23,130.08,175.13,2.96,188.38
Delhi,04-01-2026,287,181.04,342.84,122.27,193.61,3.31,193.57
Delhi,05-01-2026,265,173.68,370.38,162.99,196.13,3.17,155.4
Delhi,06-01-2026,240,180.29,353.75,153.27,141.94,2.0,176.53
Delhi,07-01-2026,278,207.56,350.01,130.52,127.26,3.14,122.4
Delhi,08-01-2026,274,195.71,304.96,156.66,166.63,3.4,116.29
Delhi,09-01-2026,268,193.38,345.84,132.67,191.49,2.27,187.99
Delhi,10-01-2026,274,166.89,298.34,145.58,189.97,2.11,84.34
Delhi,11-01-2026,267,158.22,328.9,168.38,223.16,2.55,142.82
Delhi,12-01-2026,262,195.11,370.44,128.91,164.8,2.65,176.92
Delhi,13-01-2026,286,193.52,401.7,114.69,120.65,2.38,165.52
Delhi,14-01-2026,274,205.45,350.62,140.37,211.9,1.97,89.09
Delhi,15-01-2026,245,163.92,340.41,109.91,181.86,3.3,173.14
Delhi,16-01-2026,267,171.41,347.31,137.06,184.47,2.13,138.47
Delhi,17-01-2026,233,143.21,211.55,136.98,199.01,2.31,163.02
Delhi,18-01-2026,256,168.15,359.16,82.41,213.91,2.61,144.4
Delhi,19-01-2026,259,195.93,375.07,157.27,175.31,1.82,142.7
Delhi,20-01-2026,247,166.67,328.43,139.43,211.3,1.79,115.01
Delhi,21-01-2026,256,188.81,332.79,173.55,192.56,2.34,151.02
Delhi,22-01-2026,271,172.19,365.42,149.39,156.33,2.97,190.9
Delhi,23-01-2026,271,182.48,311.14,162.39,169.0,2.65,149.43
Delhi,24-01-2026,209,153.05,315.75,173.75,194.5,1.53,150.57
Delhi,25-01-2026,279,177.7,362.26,140.71,154.74,3.25,142.39
Delhi,26-01-2026,192,116.18,191.51,143.98,202.59,2.96,127.85
Delhi,27-01-2026,253,172.26,386.8,104.66,180.75,2.66,135.06
Delhi,28-01-2026,216,143.39,279.39,174.99,187.45,2.64,165.54
Delhi,29-01-2026,283,200.12,399.84,140.36,219.22,2.9,221.48
Delhi,30-01-2026,299,191.55,318.13,118.86,186.7,3.72,184.39
Delhi,31-01-2026,304,185.33,415.67,162.49,178.14,3.0,175.5
Delhi,01-02-2026,237,167.92,282.31,58.01,135.02,2.15,174.79
Delhi,02-02-2026,169,118.52,255.94,101.77,133.46,1.39,136.7
Delhi,03-02-2026,264,172.45,297.81,135.21,146.87,2.08,151.87
Delhi,04-02-2026,222,156.14,278.1,101.56,178.4,2.39,130.35
Delhi,05-02-2026,185,132.77,275.92,94.55,119.15,1.94,136.3
Delhi,06-02-2026,206,160.21,335.23,102.1,116.88,1.74,89.79
Delhi,07-02-2026,153,115.37,181.07,62.25,176.05,2.28,117.25
Delhi,08-02-2026,177,121.01,262.63,130.39,120.52,1.51,110.95
Delhi,09-02-2026,187,125.33,269.47,109.43,143.98,2.43,109.63
Delhi,10-02-2026,191,126.92,213.01,105.69,119.75,1.78,108.16
Delhi,11-02-2026,215,116.37,269.06,105.78,87.12,0.94,160.78
Delhi,12-02-2026,210,161.96,264.02,112.85,143.45,1.77,115.79
Delhi,13-02-2026,196,132.32,232.67,128.84,170.96,1.97,121.39
Delhi,14-02-2026,189,144.55,289.02,111.2,135.64,2.28,181.62
Delhi,15-02-2026,161,126.09,213.97,78.46,93.05,2.22,144.39
Delhi,16-02-2026,140,101.09,199.98,126.89,140.77,1.35,125.2
Delhi,17-02-2026,222,142.9,278.74,124.96,114.82,2.06,151.46
Delhi,18-02-2026,178,99.25,182.97,117.64,58.91,1.73,108.27
Delhi,19-02-2026,192,136.13,283.61,139.38,135.07,1.82,114.38
Delhi,20-02-2026,167,110.13,202.4,113.26,153.03,1.5,115.96
Delhi,21-02-2026,249,177.25,343.71,140.28,172.83,1.97,131.24
Delhi,22-02-2026,267,155.73,330.28,147.68,190.21,3.57,136.67
Delhi,23-02-2026,224,139.62,288.99,127.06,157.03,2.93,101.27
Delhi,24-02-2026,260,162.77,332.85,93.8,165.51,1.5,135.17
Delhi,25-02-2026,161,120.57,194.61,109.23,98.96,2.03,140.11
Delhi,26-02-2026,240,148.37,297.65,143.47,186.15,1.84,113.31
Delhi,27-02-2026,189,141.5,242.49,75.06,175.52,2.07,120.86
Delhi,28-02-2026,174,142.78,232.84,102.7,126.49,2.46,96.58
Delhi,01-03-2026,194,127.2,239.52,74.68,122.2,1.42,54.78
Delhi,02-03-2026,179,116.4,194.03,61.62,119.18,1.12,63.82
Delhi,03-03-2026,183,107.52,228.02,105.07,145.86,2.06,110.52
Delhi,04-03-2026,108,68.65,154.88,92.67,97.22,0.86,105.58
Delhi,05-03-2026,97,82.55,99.76,65.47,79.36,1.57,140.69
Delhi,06-03-2026,143,99.3,163.81,98.39,87.05,0.74,93.46
Delhi,07-03-2026,107,103.62,153.08,79.29,128.65,0.97,93.79
Delhi,08-03-2026,129,79.15,136.5,61.0,46.0,1.85,100.93
Delhi,09-03-2026,179,149.98,298.62,65.43,46.0,1.14,65.83
Delhi,10-03-2026,169,132.08,243.68,94.15,128.58,0.54,115.09
Delhi,11-03-2026,143,113.79,198.51,106.73,109.99,1.12,102.05
Delhi,12-03-2026,131,103.19,235.07,71.08,102.3,1.07,68.82
Delhi,13-03-2026,119,97.51,116.12,96.86,62.58,0.85,101.79
Delhi,14-03-2026,146,82.71,194.26,122.79,50.45,1.76,111.46
Delhi,15-03-2026,128,103.3,179.94,51.78,82.71,0.71,59.21
Delhi,16-03-2026,172,106.91,200.78,92.14,112.6,1.19,118.93
Delhi,17-03-2026,123,76.91,130.32,104.02,84.18,1.55,81.24
Delhi,18-03-2026,176,108.43,252.31,80.87,128.75,1.31,38.0
Delhi,19-03-2026,117,98.64,150.5,114.21,73.13,1.28,116.8
Delhi,20-03-2026,111,63.59,121.18,138.22,86.17,1.12,126.07
Delhi,21-03-2026,155,84.54,176.45,91.83,122.85,0.87,64.41
